candidate_policy,reference_policy,candidate_budget,reference_budget,delta_policy_value,delta_policy_value_ci_low,delta_policy_value_ci_high,policy_value_bootstrap_fraction_positive,policy_value_conclusion,delta_incremental_per_1000_targeted,delta_incremental_per_1000_ci_low,delta_incremental_per_1000_ci_high,incremental_bootstrap_fraction_positive,incremental_conclusion,delta_hajek_policy_value,delta_hajek_policy_value_ci_low,delta_hajek_policy_value_ci_high,hajek_policy_value_conclusion,delta_hajek_incremental_per_1000_targeted,delta_hajek_incremental_per_1000_ci_low,delta_hajek_incremental_per_1000_ci_high,hajek_incremental_conclusion,valid_policy_value_bootstrap_reps,valid_incremental_bootstrap_reps,valid_hajek_policy_value_bootstrap_reps,valid_hajek_incremental_bootstrap_reps
t_learner,expected_random,0.2,0.2,0.0006899590252018896,0.0004272369748575889,0.0009678992967812554,1.0,beats,3.4497951260094486,2.1389207305079765,4.8520202302371755,1.0,beats,0.0006699266623820333,0.000402260438435335,0.0009485887115093317,beats,3.163098690110304,1.7658436488205878,4.618710989797306,beats,1000,1000,1000,1000
t_learner,expected_random,0.4,0.4,0.0005179503256245721,0.00029782870717148585,0.0007347208701572937,1.0,beats,1.2948758140614287,0.7421282943062036,1.8411429051383064,1.0,beats,0.0005063209188284987,0.0002899814673441144,0.0007185770342207962,beats,1.2531491797990606,0.7111833612389462,1.7870139038638633,beats,1000,1000,1000,1000
t_learner,expected_random,0.44,0.44,0.0004970769036090981,0.00028474982193742214,0.0007056457325052347,1.0,beats,1.1297202354752236,0.6464802367418083,1.6010081391355602,1.0,beats,0.00048562074187051074,0.0002735608175502063,0.0006917745745664884,beats,1.0959600080266405,0.6191360992243437,1.5734874890995416,beats,1000,1000,1000,1000
t_learner,expected_random,0.6,0.6,0.00035279993771613607,0.0001797920438537516,0.0005238673747001418,1.0,beats,0.5879998961935597,0.3012073375251648,0.8730217756133346,1.0,beats,0.00034789532079590327,0.0001729432614303159,0.0005193529600906164,beats,0.5802393055872472,0.2887866662124332,0.8670317790517874,beats,1000,1000,1000,1000
t_learner,expected_random,0.8,0.8,0.00016901942795113012,1.5015521202927039e-05,0.0003284079482156894,0.984,beats,0.21127428493891287,0.018657400185328292,0.4108323780573905,0.985,beats,0.00016932275315734721,1.3163616364114965e-05,0.00032937038514986816,beats,0.21154163193908238,0.017072183748052642,0.41146315803303235,beats,1000,1000,1000,1000
t_learner,expected_random,1.0,1.0,-1.3877787807814457e-17,-8.673617379884035e-19,8.673617379884035e-19,0.373,inconclusive,-1.3766765505351941e-14,-1.0019762797242036e-15,1.1102230246251565e-15,0.45,inconclusive,-4.336808689942018e-19,-4.336808689942018e-19,4.336808689942018e-19,inconclusive,-4.440892098500626e-16,0.0,0.0,inconclusive,1000,1000,1000,1000
t_learner,treat_all,0.01,1.0,-0.0006550641228635942,-0.0009611190626862709,-0.0003545280409150108,0.0,worse,37.11223866817208,10.43236994169172,61.11053872744134,0.997,beats,-0.0006577084711355671,-0.0009633877154009839,-0.00035626623040644533,worse,26.377277985142328,-1.6069608915371616,51.849194518539576,inconclusive,1000,1000,1000,1000
t_learner,treat_all,0.02,1.0,-0.0005040508865176885,-0.0007665583252034225,-0.00024653708433063716,0.001,worse,25.588505136459457,10.894420622312238,38.94784071234155,1.0,beats,-0.0005094541512705398,-0.0007727825816737204,-0.00025276383766294696,worse,19.00736505416849,3.8639236115796396,32.969689443155715,beats,1000,1000,1000,1000
t_learner,treat_all,0.1,1.0,-0.0001991037630578664,-0.0004086101429670161,2.1633360111801328e-05,0.036,inconclusive,7.337930638015111,4.330126722298087,10.301379284074805,1.0,beats,-0.00021892716424702597,-0.0004268161906220373,-1.755898651486381e-06,worse,6.246060372007284,3.0507279153815863,9.410872717538325,beats,1000,1000,1000,1000
t_learner,treat_all,0.11,1.0,-0.0001892973522777011,-0.0003976039417187682,2.778394596511019e-05,0.042,inconclusive,6.665763220756718,3.9369160242182053,9.337354760245802,1.0,beats,-0.0002076225790287275,-0.0004149557874498983,9.724170178568972e-06,inconclusive,5.831227656064806,2.9680680659576013,8.629577190933462,beats,1000,1000,1000,1000
t_learner,treat_all,0.12,1.0,-0.00016870869309942383,-0.0003758445387436215,4.846669664594936e-05,0.06,inconclusive,6.195475776358986,3.781359085321688,8.589019514938506,1.0,beats,-0.0001886038446263995,-0.0003943900642295359,2.4710680567257384e-05,inconclusive,5.4383047420040995,2.901377027682686,8.021166615859533,beats,1000,1000,1000,1000
t_learner,treat_all,0.2,1.0,-0.0001392825986731125,-0.00032938210938173406,6.33727436822109e-05,0.092,inconclusive,3.4497951260094486,2.1389207305079765,4.8520202302371755,1.0,beats,-0.00015931496149296882,-0.00035001500673747664,4.1604335386569235e-05,inconclusive,3.163098690110304,1.7658436488205878,4.618710989797306,beats,1000,1000,1000,1000
